molecule_list_name,peptide_modified_sequence,genotype,timepoint,bio_rep,tech_rep,total_area
MOL_0009,PEP_00040,Genotype_A,6,2,2,5.253919425453374e-4
MOL_0009,PEP_00040,Genotype_A,6,3,1,9.575404260194291e-4
MOL_0009,PEP_00040,Genotype_A,6,3,2,7.396914829632416e-4
MOL_0009,PEP_00040,Genotype_B,0,1,1,NA
MOL_0009,PEP_00040,Genotype_B,0,1,2,NA
MOL_0009,PEP_00040,Genotype_B,0,2,1,NA
MOL_0009,PEP_00040,Genotype_B,0,2,2,NA
MOL_0009,PEP_00040,Genotype_B,0,3,1,NA
MOL_0009,PEP_00040,Genotype_B,0,3,2,NA
MOL_0009,PEP_00040,Genotype_B,1,1,1,3.8773025168444534e-5
MOL_0009,PEP_00040,Genotype_B,1,1,2,9.727841481806914e-5
MOL_0009,PEP_00040,Genotype_B,1,2,1,5.4071605930552306e-5
MOL_0009,PEP_00040,Genotype_B,1,2,2,1.7626339208057855e-4
MOL_0009,PEP_00040,Genotype_B,1,3,1,9.219316775670656e-4
MOL_0009,PEP_00040,Genotype_B,1,3,2,9.182528065911356e-4
MOL_0009,PEP_00040,Genotype_B,1.5,1,1,1.1484388239220562e-4
MOL_0009,PEP_00040,Genotype_B,1.5,1,2,2.5894884907196617e-4
MOL_0009,PEP_00040,Genotype_B,1.5,2,1,5.932453581434979e-5
MOL_0009,PEP_00040,Genotype_B,1.5,2,2,3.4927142769018287e-4
MOL_0009,PEP_00040,Genotype_B,1.5,3,1,1.0562030974757397e-4
MOL_0009,PEP_00040,Genotype_B,1.5,3,2,NA
MOL_0009,PEP_00040,Genotype_B,2,1,1,NA
MOL_0009,PEP_00040,Genotype_B,2,1,2,2.134718661135688e-4
MOL_0009,PEP_00040,Genotype_B,2,2,1,1.0045695851858872e-4
MOL_0009,PEP_00040,Genotype_B,2,2,2,NA
MOL_0009,PEP_00040,Genotype_B,2,3,1,9.54470124433336e-4
MOL_0009,PEP_00040,Genotype_B,2,3,2,8.989068403014397e-4
MOL_0009,PEP_00040,Genotype_B,4,1,1,4.060245436632075e-4
MOL_0009,PEP_00040,Genotype_B,4,1,2,3.8164776822587813e-4
MOL_0009,PEP_00040,Genotype_B,4,2,1,1.7964331672575557e-4
MOL_0009,PEP_00040,Genotype_B,4,2,2,2.267388607545188e-4
MOL_0009,PEP_00040,Genotype_B,4,3,1,6.400629076315304e-4
MOL_0009,PEP_00040,Genotype_B,4,3,2,6.375473005957298e-4
MOL_0009,PEP_00040,Genotype_B,6,1,1,1.123255861318057e-4
MOL_0009,PEP_00040,Genotype_B,6,1,2,NA
MOL_0009,PEP_00040,Genotype_B,6,2,1,0.00103871502171612
MOL_0009,PEP_00040,Genotype_B,6,2,2,8.650786439894958e-4
MOL_0009,PEP_00040,Genotype_B,6,3,1,NA
MOL_0009,PEP_00040,Genotype_B,6,3,2,NA
MOL_0010,PEP_00041,Genotype_A,0,1,1,4.589613677095511e-4
MOL_0010,PEP_00041,Genotype_A,0,1,2,4.0542567346892587e-4
MOL_0010,PEP_00041,Genotype_A,0,2,1,2.760714911636145e-4
MOL_0010,PEP_00041,Genotype_A,0,2,2,NA
MOL_0010,PEP_00041,Genotype_A,0,3,1,3.872618707184016e-4
MOL_0010,PEP_00041,Genotype_A,0,3,2,6.591830256582436e-4
MOL_0010,PEP_00041,Genotype_A,1,1,1,0.00100959399538544
MOL_0010,PEP_00041,Genotype_A,1,1,2,4.208896836699565e-4
MOL_0010,PEP_00041,Genotype_A,1,2,1,6.562932543624406e-4
MOL_0010,PEP_00041,Genotype_A,1,2,2,NA
MOL_0010,PEP_00041,Genotype_A,1,3,1,6.486723399560378e-4
MOL_0010,PEP_00041,Genotype_A,1,3,2,6.548681476148208e-4
MOL_0010,PEP_00041,Genotype_A,1.5,1,1,8.326354709881769e-4
MOL_0010,PEP_00041,Genotype_A,1.5,1,2,5.981696866958062e-4
MOL_0010,PEP_00041,Genotype_A,1.5,2,1,9.34267193863501e-4
MOL_0010,PEP_00041,Genotype_A,1.5,2,2,3.335510135570389e-4
MOL_0010,PEP_00041,Genotype_A,1.5,3,1,1.031344623425474e-4
MOL_0010,PEP_00041,Genotype_A,1.5,3,2,1.709321121112274e-4
MOL_0010,PEP_00041,Genotype_A,2,1,1,0.00120819360129253
MOL_0010,PEP_00041,Genotype_A,2,1,2,7.400630535188574e-4
MOL_0010,PEP_00041,Genotype_A,2,2,1,9.173624888135907e-4
MOL_0010,PEP_00041,Genotype_A,2,2,2,7.256812663738836e-4
MOL_0010,PEP_00041,Genotype_A,2,3,1,1.7869602786982496e-4
MOL_0010,PEP_00041,Genotype_A,2,3,2,1.6404118823804795e-4
MOL_0010,PEP_00041,Genotype_A,4,1,1,0.00278439798486717
MOL_0010,PEP_00041,Genotype_A,4,1,2,9.046917898561944e-4
MOL_0010,PEP_00041,Genotype_A,4,2,1,0.00375557040503209
MOL_0010,PEP_00041,Genotype_A,4,2,2,0.00107530271519588
MOL_0010,PEP_00041,Genotype_A,4,3,1,0.00300301488184255
MOL_0010,PEP_00041,Genotype_A,4,3,2,6.671080369081625e-4
MOL_0010,PEP_00041,Genotype_A,6,1,1,0.00217623472627213
MOL_0010,PEP_00041,Genotype_A,6,1,2,0.00167183434545262
MOL_0010,PEP_00041,Genotype_A,6,2,1,0.0033641548055963
MOL_0010,PEP_00041,Genotype_A,6,2,2,5.123697871875347e-4
MOL_0010,PEP_00041,Genotype_A,6,3,1,0.00224060739801155
MOL_0010,PEP_00041,Genotype_A,6,3,2,0.0012650180682296
MOL_0010,PEP_00041,Genotype_B,0,1,1,NA
MOL_0010,PEP_00041,Genotype_B,0,1,2,NA
MOL_0010,PEP_00041,Genotype_B,0,2,1,2.6497233828242e-4
MOL_0010,PEP_00041,Genotype_B,0,2,2,NA
MOL_0010,PEP_00041,Genotype_B,0,3,1,NA
MOL_0010,PEP_00041,Genotype_B,0,3,2,NA
MOL_0010,PEP_00041,Genotype_B,1,1,1,1.4537157837807204e-4
MOL_0010,PEP_00041,Genotype_B,1,1,2,NA
MOL_0010,PEP_00041,Genotype_B,1,2,1,4.625143074858866e-4
MOL_0010,PEP_00041,Genotype_B,1,2,2,3.9456148605373776e-4
MOL_0010,PEP_00041,Genotype_B,1,3,1,0.00300608387069129
MOL_0010,PEP_00041,Genotype_B,1,3,2,8.417243139258013e-4
MOL_0010,PEP_00041,Genotype_B,1.5,1,1,1.7806908067649602e-4
MOL_0010,PEP_00041,Genotype_B,1.5,1,2,2.5849883569292905e-4
MOL_0010,PEP_00041,Genotype_B,1.5,2,1,5.27562182375403e-4
MOL_0010,PEP_00041,Genotype_B,1.5,2,2,1.1234751829372704e-4
MOL_0010,PEP_00041,Genotype_B,1.5,3,1,2.681174046477725e-4
MOL_0010,PEP_00041,Genotype_B,1.5,3,2,1.6574021396183224e-4
MOL_0010,PEP_00041,Genotype_B,2,1,1,4.362259005379496e-5
MOL_0010,PEP_00041,Genotype_B,2,1,2,NA
MOL_0010,PEP_00041,Genotype_B,2,2,1,2.7288001208159574e-4
MOL_0010,PEP_00041,Genotype_B,2,2,2,2.6822475402560857e-4
MOL_0010,PEP_00041,Genotype_B,2,3,1,0.00307219022532257
MOL_0010,PEP_00041,Genotype_B,2,3,2,5.948799625323167e-4
MOL_0010,PEP_00041,Genotype_B,4,1,1,0.00415029355845098
MOL_0010,PEP_00041,Genotype_B,4,1,2,0.00122025454486118
MOL_0010,PEP_00041,Genotype_B,4,2,1,0.00396701164160707
MOL_0010,PEP_00041,Genotype_B,4,2,2,0.00121882075383083
MOL_0010,PEP_00041,Genotype_B,4,3,1,0.00406021803942812
MOL_0010,PEP_00041,Genotype_B,4,3,2,0.00110061494838285
MOL_0010,PEP_00041,Genotype_B,6,1,1,0.00316245543160396
MOL_0010,PEP_00041,Genotype_B,6,1,2,8.030829363887501e-4
MOL_0010,PEP_00041,Genotype_B,6,2,1,0.00212322576157649
MOL_0010,PEP_00041,Genotype_B,6,2,2,0.00140658442161572
MOL_0010,PEP_00041,Genotype_B,6,3,1,0.00348260229407811
MOL_0010,PEP_00041,Genotype_B,6,3,2,7.220084801144987e-4
MOL_0011,PEP_00042,Genotype_A,0,1,1,NA
MOL_0011,PEP_00042,Genotype_A,0,1,2,NA
MOL_0011,PEP_00042,Genotype_A,0,2,1,NA
MOL_0011,PEP_00042,Genotype_A,0,2,2,NA
MOL_0011,PEP_00042,Genotype_A,0,3,1,NA
MOL_0011,PEP_00042,Genotype_A,0,3,2,NA
MOL_0011,PEP_00042,Genotype_A,1,1,1,0.00222138531851525
MOL_0011,PEP_00042,Genotype_A,1,1,2,7.585530911487182e-4
MOL_0011,PEP_00042,Genotype_A,1,2,1,7.35166910880539e-5
MOL_0011,PEP_00042,Genotype_A,1,2,2,NA
MOL_0011,PEP_00042,Genotype_A,1,3,1,1.7018726583665822e-4
MOL_0011,PEP_00042,Genotype_A,1,3,2,2.0072284891682908e-4
MOL_0011,PEP_00042,Genotype_A,1.5,1,1,0.00493600111765236
MOL_0011,PEP_00042,Genotype_A,1.5,1,2,0.00347137042854358
MOL_0011,PEP_00042,Genotype_A,1.5,2,1,4.70662326227829e-4
MOL_0011,PEP_00042,Genotype_A,1.5,2,2,NA
MOL_0011,PEP_00042,Genotype_A,1.5,3,1,0.00146281764091642
MOL_0011,PEP_00042,Genotype_A,1.5,3,2,2.2927372317241385e-4
MOL_0011,PEP_00042,Genotype_A,2,1,1,0.00234632215445672
MOL_0011,PEP_00042,Genotype_A,2,1,2,0.00145766037227281
MOL_0011,PEP_00042,Genotype_A,2,2,1,0.00218046924700507
MOL_0011,PEP_00042,Genotype_A,2,2,2,0.00133247745899199
MOL_0011,PEP_00042,Genotype_A,2,3,1,0.00664817421711294
MOL_0011,PEP_00042,Genotype_A,2,3,2,0.00416479321580005
MOL_0011,PEP_00042,Genotype_A,4,1,1,0.00425678305008498
MOL_0011,PEP_00042,Genotype_A,4,1,2,0.0014513918523895
MOL_0011,PEP_00042,Genotype_A,4,2,1,0.0020709943932467
MOL_0011,PEP_00042,Genotype_A,4,2,2,4.078846637333048e-4
MOL_0011,PEP_00042,Genotype_A,4,3,1,0.00310231035666835
MOL_0011,PEP_00042,Genotype_A,4,3,2,0.00151953629861066
MOL_0011,PEP_00042,Genotype_A,6,1,1,0.00195058705559186
MOL_0011,PEP_00042,Genotype_A,6,1,2,0.00271160582403303
MOL_0011,PEP_00042,Genotype_A,6,2,1,0.00167969447742693
MOL_0011,PEP_00042,Genotype_A,6,2,2,1.7792459952889212e-4
MOL_0011,PEP_00042,Genotype_A,6,3,1,0.0026569400112521
MOL_0011,PEP_00042,Genotype_A,6,3,2,0.00393594211298363
MOL_0011,PEP_00042,Genotype_B,0,1,1,NA
MOL_0011,PEP_00042,Genotype_B,0,1,2,NA
MOL_0011,PEP_00042,Genotype_B,0,2,1,NA
MOL_0011,PEP_00042,Genotype_B,0,2,2,NA
MOL_0011,PEP_00042,Genotype_B,0,3,1,NA
MOL_0011,PEP_00042,Genotype_B,0,3,2,NA
MOL_0011,PEP_00042,Genotype_B,1,1,1,3.726671287970095e-4
MOL_0011,PEP_00042,Genotype_B,1,1,2,1.3493070532567307e-4
MOL_0011,PEP_00042,Genotype_B,1,2,1,3.8266049173608463e-4
MOL_0011,PEP_00042,Genotype_B,1,2,2,1.8680376405592528e-4
MOL_0011,PEP_00042,Genotype_B,1,3,1,5.594450444651686e-5
MOL_0011,PEP_00042,Genotype_B,1,3,2,6.779399086139872e-5
MOL_0011,PEP_00042,Genotype_B,1.5,1,1,3.703273387905051e-5
MOL_0011,PEP_00042,Genotype_B,1.5,1,2,6.761749701479344e-5
MOL_0011,PEP_00042,Genotype_B,1.5,2,1,2.398294550145749e-4
MOL_0011,PEP_00042,Genotype_B,1.5,2,2,4.0868173455512374e-4
MOL_0011,PEP_00042,Genotype_B,1.5,3,1,NA
MOL_0011,PEP_00042,Genotype_B,1.5,3,2,NA
MOL_0011,PEP_00042,Genotype_B,2,1,1,4.8052994649298625e-4
MOL_0011,PEP_00042,Genotype_B,2,1,2,9.980623086137442e-5
MOL_0011,PEP_00042,Genotype_B,2,2,1,9.15650453007334e-5
MOL_0011,PEP_00042,Genotype_B,2,2,2,NA
MOL_0011,PEP_00042,Genotype_B,2,3,1,9.347944825300852e-4
MOL_0011,PEP_00042,Genotype_B,2,3,2,2.2572880844511076e-4
MOL_0011,PEP_00042,Genotype_B,4,1,1,0.00289119185032363
MOL_0011,PEP_00042,Genotype_B,4,1,2,0.00112884198619027
MOL_0011,PEP_00042,Genotype_B,4,2,1,0.0020329811771752
MOL_0011,PEP_00042,Genotype_B,4,2,2,5.567557098182503e-4
MOL_0011,PEP_00042,Genotype_B,4,3,1,0.00168202571216865
MOL_0011,PEP_00042,Genotype_B,4,3,2,3.0541175492824476e-4
MOL_0011,PEP_00042,Genotype_B,6,1,1,4.974064436735499e-4
MOL_0011,PEP_00042,Genotype_B,6,1,2,NA
MOL_0011,PEP_00042,Genotype_B,6,2,1,0.00163694151622728
MOL_0011,PEP_00042,Genotype_B,6,2,2,0.00226486177324606
MOL_0011,PEP_00042,Genotype_B,6,3,1,0.0013751809473827
MOL_0011,PEP_00042,Genotype_B,6,3,2,1.5282806610939588e-4
MOL_0012,PEP_00043,Genotype_A,0,1,1,NA
MOL_0012,PEP_00043,Genotype_A,0,1,2,7.318323361208646e-5
MOL_0012,PEP_00043,Genotype_A,0,2,1,1.763398204497716e-4
MOL_0012,PEP_00043,Genotype_A,0,2,2,1.6997235438308622e-4
MOL_0012,PEP_00043,Genotype_A,0,3,1,6.61344878161728e-5
MOL_0012,PEP_00043,Genotype_A,0,3,2,1.1866553759245292e-4
MOL_0012,PEP_00043,Genotype_A,1,1,1,3.681104876087462e-4
MOL_0012,PEP_00043,Genotype_A,1,1,2,1.112478368331657e-4
MOL_0012,PEP_00043,Genotype_A,1,2,1,1.9311225957105123e-4
MOL_0012,PEP_00043,Genotype_A,1,2,2,NA
MOL_0012,PEP_00043,Genotype_A,1,3,1,8.803803828479962e-4
MOL_0012,PEP_00043,Genotype_A,1,3,2,6.538028592511272e-4
MOL_0012,PEP_00043,Genotype_A,1.5,1,1,9.124234882056868e-4
MOL_0012,PEP_00043,Genotype_A,1.5,1,2,7.747317915729e-4
MOL_0012,PEP_00043,Genotype_A,1.5,2,1,0.00134441697162454
MOL_0012,PEP_00043,Genotype_A,1.5,2,2,2.6520960149523353e-4
MOL_0012,PEP_00043,Genotype_A,1.5,3,1,8.93777701963053e-4
MOL_0012,PEP_00043,Genotype_A,1.5,3,2,5.474554784981833e-4
MOL_0012,PEP_00043,Genotype_A,2,1,1,5.191590524031251e-5
MOL_0012,PEP_00043,Genotype_A,2,1,2,NA
MOL_0012,PEP_00043,Genotype_A,2,2,1,1.5115076455219165e-4
MOL_0012,PEP_00043,Genotype_A,2,2,2,6.18770481109715e-5
MOL_0012,PEP_00043,Genotype_A,2,3,1,4.40925704104732e-4
MOL_0012,PEP_00043,Genotype_A,2,3,2,1.4832425342301006e-4
MOL_0012,PEP_00043,Genotype_A,4,1,1,0.00436082378591428
MOL_0012,PEP_00043,Genotype_A,4,1,2,0.00439885039877642
MOL_0012,PEP_00043,Genotype_A,4,2,1,0.00220437910526437
MOL_0012,PEP_00043,Genotype_A,4,2,2,0.00128242109413409
MOL_0012,PEP_00043,Genotype_A,4,3,1,0.00211508977288948
MOL_0012,PEP_00043,Genotype_A,4,3,2,0.0029537654825464
MOL_0012,PEP_00043,Genotype_A,6,1,1,5.494013263372022e-5
MOL_0012,PEP_00043,Genotype_A,6,1,2,6.129642169707757e-4
MOL_0012,PEP_00043,Genotype_A,6,2,1,9.334741970276212e-4
MOL_0012,PEP_00043,Genotype_A,6,2,2,3.4912064489615895e-4
MOL_0012,PEP_00043,Genotype_A,6,3,1,7.340004943213592e-5
MOL_0012,PEP_00043,Genotype_A,6,3,2,1.2230042453806537e-4
MOL_0012,PEP_00043,Genotype_B,0,1,1,0.00521389834017085
MOL_0012,PEP_00043,Genotype_B,0,1,2,0.00301601421340719
MOL_0012,PEP_00043,Genotype_B,0,2,1,0.00152415939294241
MOL_0012,PEP_00043,Genotype_B,0,2,2,0.00134658408629546
MOL_0012,PEP_00043,Genotype_B,0,3,1,NA
MOL_0012,PEP_00043,Genotype_B,0,3,2,1.0113492810469655e-4
MOL_0012,PEP_00043,Genotype_B,1,1,1,4.204924671589743e-4
MOL_0012,PEP_00043,Genotype_B,1,1,2,1.8665551046986037e-4
MOL_0012,PEP_00043,Genotype_B,1,2,1,0.0015852750851853
MOL_0012,PEP_00043,Genotype_B,1,2,2,0.00180036303837228
MOL_0012,PEP_00043,Genotype_B,1,3,1,0.00238276596830046
MOL_0012,PEP_00043,Genotype_B,1,3,2,0.00297539206573895
MOL_0012,PEP_00043,Genotype_B,1.5,1,1,0.00268941516265693
MOL_0012,PEP_00043,Genotype_B,1.5,1,2,9.605734696512002e-4
MOL_0012,PEP_00043,Genotype_B,1.5,2,1,0.00447223584399383
MOL_0012,PEP_00043,Genotype_B,1.5,2,2,0.00269715469198617
MOL_0012,PEP_00043,Genotype_B,1.5,3,1,0.00316728219291248
MOL_0012,PEP_00043,Genotype_B,1.5,3,2,0.0016518186652582
MOL_0012,PEP_00043,Genotype_B,2,1,1,0.00213170136015134
MOL_0012,PEP_00043,Genotype_B,2,1,2,9.412357474901708e-4
MOL_0012,PEP_00043,Genotype_B,2,2,1,0.00284529707080061
MOL_0012,PEP_00043,Genotype_B,2,2,2,0.00502111558810005
MOL_0012,PEP_00043,Genotype_B,2,3,1,0.00325814435631779
MOL_0012,PEP_00043,Genotype_B,2,3,2,0.00486319917815155
MOL_0012,PEP_00043,Genotype_B,4,1,1,0.00399442168844562
MOL_0012,PEP_00043,Genotype_B,4,1,2,0.00402696698197477
MOL_0012,PEP_00043,Genotype_B,4,2,1,0.00191627367828968
MOL_0012,PEP_00043,Genotype_B,4,2,2,0.00205684101146982
MOL_0012,PEP_00043,Genotype_B,4,3,1,0.00271537398278181
MOL_0012,PEP_00043,Genotype_B,4,3,2,0.00325672839127515
MOL_0012,PEP_00043,Genotype_B,6,1,1,0.00191714000619389
MOL_0012,PEP_00043,Genotype_B,6,1,2,0.00169993405593808
MOL_0012,PEP_00043,Genotype_B,6,2,1,9.622231321009408e-5
MOL_0012,PEP_00043,Genotype_B,6,2,2,9.17043433171136e-5
MOL_0012,PEP_00043,Genotype_B,6,3,1,0.00438027752596601
MOL_0012,PEP_00043,Genotype_B,6,3,2,0.00424124677143398
MOL_0013,PEP_00044,Genotype_A,0,1,1,4.417866692053266e-4
MOL_0013,PEP_00044,Genotype_A,0,1,2,2.653722654079934e-4
MOL_0013,PEP_00044,Genotype_A,0,2,1,0.0012725585450628
MOL_0013,PEP_00044,Genotype_A,0,2,2,0.00120421229848732
MOL_0013,PEP_00044,Genotype_A,0,3,1,4.053417670131861e-4
MOL_0013,PEP_00044,Genotype_A,0,3,2,NA
MOL_0013,PEP_00044,Genotype_A,1,1,1,0.00355323969781945
MOL_0013,PEP_00044,Genotype_A,1,1,2,0.00155917454069052
MOL_0013,PEP_00044,Genotype_A,1,2,1,0.00273347439451915
MOL_0013,PEP_00044,Genotype_A,1,2,2,NA
MOL_0013,PEP_00044,Genotype_A,1,3,1,0.00132909827884939
MOL_0013,PEP_00044,Genotype_A,1,3,2,7.192215742027825e-4
MOL_0013,PEP_00044,Genotype_A,1.5,1,1,0.00273800591646051
MOL_0013,PEP_00044,Genotype_A,1.5,1,2,0.00177225346362721
MOL_0013,PEP_00044,Genotype_A,1.5,2,1,0.00461950835966013
MOL_0013,PEP_00044,Genotype_A,1.5,2,2,0.00219273537202927
MOL_0013,PEP_00044,Genotype_A,1.5,3,1,9.586863771177328e-4
MOL_0013,PEP_00044,Genotype_A,1.5,3,2,4.7767470041938306e-4
MOL_0013,PEP_00044,Genotype_A,2,1,1,0.00245448466260793
MOL_0013,PEP_00044,Genotype_A,2,1,2,0.001433197476607
MOL_0013,PEP_00044,Genotype_A,2,2,1,0.00377375562412484
MOL_0013,PEP_00044,Genotype_A,2,2,2,0.0023112764093435
MOL_0013,PEP_00044,Genotype_A,2,3,1,5.164516293034879e-4
MOL_0013,PEP_00044,Genotype_A,2,3,2,NA
MOL_0013,PEP_00044,Genotype_A,4,1,1,0.00205272891935339
MOL_0013,PEP_00044,Genotype_A,4,1,2,0.0013989380900194
MOL_0013,PEP_00044,Genotype_A,4,2,1,0.00477541878038224
MOL_0013,PEP_00044,Genotype_A,4,2,2,0.00189717447331158
MOL_0013,PEP_00044,Genotype_A,4,3,1,0.0045902674629354
MOL_0013,PEP_00044,Genotype_A,4,3,2,0.00256056091582568
MOL_0013,PEP_00044,Genotype_A,6,1,1,0.00266952434979742
MOL_0013,PEP_00044,Genotype_A,6,1,2,0.0027820695976828
MOL_0013,PEP_00044,Genotype_A,6,2,1,0.00652264440344071
MOL_0013,PEP_00044,Genotype_A,6,2,2,0.00324546763570374
MOL_0013,PEP_00044,Genotype_A,6,3,1,0.00401459209786052
MOL_0013,PEP_00044,Genotype_A,6,3,2,0.00348836072270237
MOL_0013,PEP_00044,Genotype_B,0,1,1,NA
MOL_0013,PEP_00044,Genotype_B,0,1,2,NA
MOL_0013,PEP_00044,Genotype_B,0,2,1,4.083911528883282e-5
MOL_0013,PEP_00044,Genotype_B,0,2,2,NA
MOL_0013,PEP_00044,Genotype_B,0,3,1,NA
MOL_0013,PEP_00044,Genotype_B,0,3,2,NA
MOL_0013,PEP_00044,Genotype_B,1,1,1,0.00113031179500003
MOL_0013,PEP_00044,Genotype_B,1,1,2,5.739969505791093e-4
MOL_0013,PEP_00044,Genotype_B,1,2,1,0.0017064602661068999
MOL_0013,PEP_00044,Genotype_B,1,2,2,0.00182182242702495
MOL_0013,PEP_00044,Genotype_B,1,3,1,0.00562939011079207
MOL_0013,PEP_00044,Genotype_B,1,3,2,0.00464260177906479
MOL_0013,PEP_00044,Genotype_B,1.5,1,1,7.970946971214512e-4
MOL_0013,PEP_00044,Genotype_B,1.5,1,2,4.413317049990818e-4
MOL_0013,PEP_00044,Genotype_B,1.5,2,1,0.0021173777686858
MOL_0013,PEP_00044,Genotype_B,1.5,2,2,0.0015444934957163
MOL_0013,PEP_00044,Genotype_B,1.5,3,1,0.0018530945158746
MOL_0013,PEP_00044,Genotype_B,1.5,3,2,0.00176578601650438
MOL_0013,PEP_00044,Genotype_B,2,1,1,7.591418739832471e-4
MOL_0013,PEP_00044,Genotype_B,2,1,2,1.2711211047644066e-4
MOL_0013,PEP_00044,Genotype_B,2,2,1,0.00208091059201549
MOL_0013,PEP_00044,Genotype_B,2,2,2,NA
MOL_0013,PEP_00044,Genotype_B,2,3,1,0.0055914937581134
MOL_0013,PEP_00044,Genotype_B,2,3,2,0.00430514238326987
MOL_0013,PEP_00044,Genotype_B,4,1,1,0.00570855807086241
MOL_0013,PEP_00044,Genotype_B,4,1,2,0.00383739950619758
MOL_0013,PEP_00044,Genotype_B,4,2,1,0.00442134924694432
MOL_0013,PEP_00044,Genotype_B,4,2,2,0.00362665155816939
MOL_0013,PEP_00044,Genotype_B,4,3,1,0.00750815952527356
MOL_0013,PEP_00044,Genotype_B,4,3,2,0.00635398868066555
MOL_0013,PEP_00044,Genotype_B,6,1,1,0.00360516368144388
MOL_0013,PEP_00044,Genotype_B,6,1,2,0.00216571915208694
MOL_0013,PEP_00044,Genotype_B,6,2,1,0.00391023056332433
MOL_0013,PEP_00044,Genotype_B,6,2,2,0.0036495506078748
MOL_0013,PEP_00044,Genotype_B,6,3,1,0.00287469985999719
MOL_0013,PEP_00044,Genotype_B,6,3,2,0.00174485611700233
MOL_0014,PEP_00045,Genotype_A,0,1,1,0.00112355811756705
MOL_0014,PEP_00045,Genotype_A,0,1,2,0.00191435695547377
MOL_0014,PEP_00045,Genotype_A,0,2,1,0.00110277893630217
MOL_0014,PEP_00045,Genotype_A,0,2,2,0.00122112805530374
MOL_0014,PEP_00045,Genotype_A,0,3,1,NA
MOL_0014,PEP_00045,Genotype_A,0,3,2,1.6418195457932342e-4
MOL_0014,PEP_00045,Genotype_A,1,1,1,0.00179199248881513
MOL_0014,PEP_00045,Genotype_A,1,1,2,0.00101632783762843
MOL_0014,PEP_00045,Genotype_A,1,2,1,0.00120902624721806
MOL_0014,PEP_00045,Genotype_A,1,2,2,NA
MOL_0014,PEP_00045,Genotype_A,1,3,1,6.099927537619788e-4
MOL_0014,PEP_00045,Genotype_A,1,3,2,0.00108547700810288
MOL_0014,PEP_00045,Genotype_A,1.5,1,1,0.00143944752297895
MOL_0014,PEP_00045,Genotype_A,1.5,1,2,0.00145564772113104
MOL_0014,PEP_00045,Genotype_A,1.5,2,1,0.00143693433815915
MOL_0014,PEP_00045,Genotype_A,1.5,2,2,0.00112079056604125
MOL_0014,PEP_00045,Genotype_A,1.5,3,1,6.110405411391131e-4
MOL_0014,PEP_00045,Genotype_A,1.5,3,2,6.290821392037161e-4
MOL_0014,PEP_00045,Genotype_A,2,1,1,0.00219561453135544
MOL_0014,PEP_00045,Genotype_A,2,1,2,0.00249261492951414
MOL_0014,PEP_00045,Genotype_A,2,2,1,0.00230258100462338
MOL_0014,PEP_00045,Genotype_A,2,2,2,0.00239699817994186
MOL_0014,PEP_00045,Genotype_A,2,3,1,9.434210670050672e-4
MOL_0014,PEP_00045,Genotype_A,2,3,2,0.0012790657049288
MOL_0014,PEP_00045,Genotype_A,4,1,1,9.391509817355978e-4
MOL_0014,PEP_00045,Genotype_A,4,1,2,NA
MOL_0014,PEP_00045,Genotype_A,4,2,1,7.265435749288292e-4
MOL_0014,PEP_00045,Genotype_A,4,2,2,1.068416504889327e-4
MOL_0014,PEP_00045,Genotype_A,4,3,1,6.61373326008353e-4
MOL_0014,PEP_00045,Genotype_A,4,3,2,2.704953184328814e-4
MOL_0014,PEP_00045,Genotype_A,6,1,1,0.0016646547769303
MOL_0014,PEP_00045,Genotype_A,6,1,2,0.00128118402341054
MOL_0014,PEP_00045,Genotype_A,6,2,1,0.00100954413073666
MOL_0014,PEP_00045,Genotype_A,6,2,2,1.623311752593255e-4
MOL_0014,PEP_00045,Genotype_A,6,3,1,0.00273356766268881
MOL_0014,PEP_00045,Genotype_A,6,3,2,0.00212371972381277
MOL_0014,PEP_00045,Genotype_B,0,1,1,NA
MOL_0014,PEP_00045,Genotype_B,0,1,2,NA
MOL_0014,PEP_00045,Genotype_B,0,2,1,1.3646064021497224e-4
MOL_0014,PEP_00045,Genotype_B,0,2,2,6.92444076226977e-4
MOL_0014,PEP_00045,Genotype_B,0,3,1,7.789829113431676e-4
MOL_0014,PEP_00045,Genotype_B,0,3,2,8.79142182999071e-4
MOL_0014,PEP_00045,Genotype_B,1,1,1,0.00110847748654378
MOL_0014,PEP_00045,Genotype_B,1,1,2,0.00123461584849124
MOL_0014,PEP_00045,Genotype_B,1,2,1,0.00310568264462123
MOL_0014,PEP_00045,Genotype_B,1,2,2,0.00374179949808366
MOL_0014,PEP_00045,Genotype_B,1,3,1,0.00128913389879538
MOL_0014,PEP_00045,Genotype_B,1,3,2,2.0198888583218756e-4
MOL_0014,PEP_00045,Genotype_B,1.5,1,1,2.971482396075796e-4
MOL_0014,PEP_00045,Genotype_B,1.5,1,2,6.851354135358421e-4
MOL_0014,PEP_00045,Genotype_B,1.5,2,1,0.00158864860225442
MOL_0014,PEP_00045,Genotype_B,1.5,2,2,0.00249731806516019
MOL_0014,PEP_00045,Genotype_B,1.5,3,1,0.00133284348672294
MOL_0014,PEP_00045,Genotype_B,1.5,3,2,0.00119807949113787
MOL_0014,PEP_00045,Genotype_B,2,1,1,1.2921872217937458e-4
MOL_0014,PEP_00045,Genotype_B,2,1,2,0.00101240972020142
