protein_name,genotype,bio_rep,tech_rep,timepoints,timepoints_values,new_annotation
PROT_0454,Genotype_A,3,0,0,426436.2681,PEP_00653
PROT_0454,Genotype_A,1,0,150,2877026.443,PEP_00653
PROT_0454,Genotype_A,2,0,150,7147416.155,PEP_00653
PROT_0454,Genotype_A,3,0,150,277468.0935,PEP_00653
PROT_0454,Genotype_A,1,0,300,2855347.571,PEP_00653
PROT_0454,Genotype_A,2,0,300,6938944.439,PEP_00653
PROT_0454,Genotype_A,3,0,300,143960.1326,PEP_00653
PROT_0454,Genotype_A,1,0,600,4072646.751,PEP_00653
PROT_0454,Genotype_A,2,0,600,5141739.5,PEP_00653
PROT_0454,Genotype_A,3,0,600,218882.6541,PEP_00653
PROT_0454,Genotype_A,1,0,0,48042280.86,PEP_00654
PROT_0454,Genotype_A,2,0,0,39495518.03,PEP_00654
PROT_0454,Genotype_A,3,0,0,15171658.66,PEP_00654
PROT_0454,Genotype_A,1,0,150,48001379.22,PEP_00654
PROT_0454,Genotype_A,2,0,150,23743865.81,PEP_00654
PROT_0454,Genotype_A,3,0,150,18750258.58,PEP_00654
PROT_0454,Genotype_A,1,0,300,54955600.17,PEP_00654
PROT_0454,Genotype_A,2,0,300,19053203.16,PEP_00654
PROT_0454,Genotype_A,3,0,300,15195925.76,PEP_00654
PROT_0454,Genotype_A,1,0,600,88893296.9,PEP_00654
PROT_0454,Genotype_A,2,0,600,19030459.5,PEP_00654
PROT_0454,Genotype_A,3,0,600,26338986.88,PEP_00654
PROT_0454,Genotype_A,1,0,0,3163184.966,PEP_00655
PROT_0454,Genotype_A,2,0,0,8767362.399,PEP_00655
PROT_0454,Genotype_A,3,0,0,20367.93562,PEP_00655
PROT_0454,Genotype_A,1,0,150,4260683.141,PEP_00655
PROT_0454,Genotype_A,2,0,150,13061382.73,PEP_00655
PROT_0454,Genotype_A,3,0,150,200739.7053,PEP_00655
PROT_0454,Genotype_A,1,0,300,4162145.999,PEP_00655
PROT_0454,Genotype_A,2,0,300,15590041.12,PEP_00655
PROT_0454,Genotype_A,3,0,300,248477.5122,PEP_00655
PROT_0454,Genotype_A,1,0,600,5054206.876,PEP_00655
PROT_0454,Genotype_A,2,0,600,12523568.25,PEP_00655
PROT_0454,Genotype_A,3,0,600,234523.3045,PEP_00655
PROT_0455,Genotype_A,1,0,0,1384382.472,PEP_00656
PROT_0455,Genotype_A,2,0,0,2713235.948,PEP_00656
PROT_0455,Genotype_A,3,0,0,15533937.83,PEP_00656
PROT_0455,Genotype_A,1,0,150,2652037.128,PEP_00656
PROT_0455,Genotype_A,2,0,150,1586355.494,PEP_00656
PROT_0455,Genotype_A,3,0,150,11674431.65,PEP_00656
PROT_0455,Genotype_A,1,0,300,2272061.829,PEP_00656
PROT_0455,Genotype_A,2,0,300,279932.5694,PEP_00656
PROT_0455,Genotype_A,3,0,300,10309693.92,PEP_00656
PROT_0455,Genotype_A,1,0,600,2050946.915,PEP_00656
PROT_0455,Genotype_A,2,0,600,1363971.422,PEP_00656
PROT_0455,Genotype_A,3,0,600,13146955.48,PEP_00656
PROT_0456,Genotype_A,1,0,0,13092810.64,PEP_00657
PROT_0456,Genotype_A,2,0,0,7147167.171,PEP_00657
PROT_0456,Genotype_A,3,0,0,8177436.509,PEP_00657
PROT_0456,Genotype_A,1,0,150,64086284.06,PEP_00657
PROT_0456,Genotype_A,2,0,150,23829531.36,PEP_00657
PROT_0456,Genotype_A,3,0,150,21796055.42,PEP_00657
PROT_0456,Genotype_A,1,0,300,117668215.1,PEP_00657
PROT_0456,Genotype_A,2,0,300,30563172.71,PEP_00657
PROT_0456,Genotype_A,3,0,300,36363381.96,PEP_00657
PROT_0456,Genotype_A,1,0,600,126095225.2,PEP_00657
PROT_0456,Genotype_A,2,0,600,32901140.72,PEP_00657
PROT_0456,Genotype_A,3,0,600,55144482.27,PEP_00657
PROT_0430,Genotype_A,1,0,0,13802473.77,PEP_00658
PROT_0430,Genotype_A,2,0,0,19755959.78,PEP_00658
PROT_0430,Genotype_A,3,0,0,32791300.54,PEP_00658
PROT_0430,Genotype_A,1,0,150,15973927.61,PEP_00658
PROT_0430,Genotype_A,2,0,150,22391583.51,PEP_00658
PROT_0430,Genotype_A,3,0,150,31488294.52,PEP_00658
PROT_0430,Genotype_A,1,0,300,15918531.28,PEP_00658
PROT_0430,Genotype_A,2,0,300,16990455.35,PEP_00658
PROT_0430,Genotype_A,3,0,300,29218126.5,PEP_00658
PROT_0430,Genotype_A,1,0,600,17362836,PEP_00658
PROT_0430,Genotype_A,2,0,600,14972757,PEP_00658
PROT_0430,Genotype_A,3,0,600,35378901.37,PEP_00658
PROT_0219,Genotype_A,1,0,0,4007675.952,PEP_00659
PROT_0219,Genotype_A,2,0,0,3435953.235,PEP_00659
PROT_0219,Genotype_A,3,0,0,77842.21884,PEP_00659
PROT_0219,Genotype_A,1,0,150,3927021.091,PEP_00659
PROT_0219,Genotype_A,2,0,150,3992995.567,PEP_00659
PROT_0219,Genotype_A,3,0,150,58205.44591,PEP_00659
PROT_0219,Genotype_A,1,0,300,3819011.191,PEP_00659
PROT_0219,Genotype_A,2,0,300,3034648.409,PEP_00659
PROT_0219,Genotype_A,3,0,300,18054.55828,PEP_00659
PROT_0219,Genotype_A,1,0,600,4189631.809,PEP_00659
PROT_0219,Genotype_A,2,0,600,2565572.063,PEP_00659
PROT_0219,Genotype_A,3,0,600,60420.20293,PEP_00659
PROT_0321,Genotype_A,1,0,0,4740752.229,PEP_00660
PROT_0321,Genotype_A,2,0,0,1549461.721,PEP_00660
PROT_0321,Genotype_A,3,0,0,2663336.081,PEP_00660
PROT_0321,Genotype_A,1,0,150,4384632.925,PEP_00660
PROT_0321,Genotype_A,2,0,150,1704389.785,PEP_00660
PROT_0321,Genotype_A,3,0,150,2502890.093,PEP_00660
PROT_0321,Genotype_A,1,0,300,3924851.838,PEP_00660
PROT_0321,Genotype_A,2,0,300,1194589.81,PEP_00660
PROT_0321,Genotype_A,3,0,300,2929386.978,PEP_00660
PROT_0321,Genotype_A,1,0,600,3470688.262,PEP_00660
PROT_0321,Genotype_A,2,0,600,1505900.75,PEP_00660
PROT_0321,Genotype_A,3,0,600,3834373.194,PEP_00660
PROT_0022,Genotype_A,1,0,0,1810117.17,PEP_00661
PROT_0022,Genotype_A,2,0,0,275591.958,PEP_00661
PROT_0022,Genotype_A,3,0,0,2364663.47,PEP_00661
PROT_0022,Genotype_A,1,0,150,942082.48613595194,PEP_00661
PROT_0022,Genotype_A,2,0,150,561081.3926,PEP_00661
PROT_0022,Genotype_A,3,0,150,2081588.007,PEP_00661
PROT_0022,Genotype_A,1,0,300,1398903.538,PEP_00661
PROT_0022,Genotype_A,2,0,300,181843.7104,PEP_00661
PROT_0022,Genotype_A,3,0,300,1552796.409,PEP_00661
PROT_0022,Genotype_A,1,0,600,1310503.811,PEP_00661
PROT_0022,Genotype_A,2,0,600,245524.4844,PEP_00661
PROT_0022,Genotype_A,3,0,600,2173416.064,PEP_00661
PROT_0331,Genotype_A,1,0,0,1440124.148,PEP_00662
PROT_0331,Genotype_A,2,0,0,3476413.264,PEP_00662
PROT_0331,Genotype_A,3,0,0,4857997.829,PEP_00662
PROT_0331,Genotype_A,1,0,150,2163307.267,PEP_00662
PROT_0331,Genotype_A,2,0,150,3534078.507,PEP_00662
PROT_0331,Genotype_A,3,0,150,4507591.808,PEP_00662
PROT_0331,Genotype_A,1,0,300,1354745.071,PEP_00662
PROT_0331,Genotype_A,2,0,300,2665531.716,PEP_00662
PROT_0331,Genotype_A,3,0,300,6425690.306,PEP_00662
PROT_0331,Genotype_A,1,0,600,2714629.124,PEP_00662
PROT_0331,Genotype_A,2,0,600,2545055,PEP_00662
PROT_0331,Genotype_A,3,0,600,5285162.19,PEP_00662
PROT_0457,Genotype_A,1,0,0,130857.4011,PEP_00663
PROT_0457,Genotype_A,2,0,0,235247.814,PEP_00663
PROT_0457,Genotype_A,3,0,0,2451948.918,PEP_00663
PROT_0457,Genotype_A,1,0,150,132397.147,PEP_00663
PROT_0457,Genotype_A,2,0,150,35701.45535,PEP_00663
PROT_0457,Genotype_A,3,0,150,1188644.214,PEP_00663
PROT_0457,Genotype_A,1,0,300,192700.4709,PEP_00663
PROT_0457,Genotype_A,2,0,300,278391.6603,PEP_00663
PROT_0457,Genotype_A,3,0,300,2004633.981,PEP_00663
PROT_0457,Genotype_A,1,0,600,122029.0518,PEP_00663
PROT_0457,Genotype_A,2,0,600,48257.80138,PEP_00663
PROT_0457,Genotype_A,3,0,600,3079297.446,PEP_00663
PROT_0228,Genotype_A,1,0,0,205639.5019,PEP_00664
PROT_0228,Genotype_A,2,0,0,126544.9954,PEP_00664
PROT_0228,Genotype_A,3,0,0,45202.1077,PEP_00664
PROT_0228,Genotype_A,1,0,150,129257.7097,PEP_00664
PROT_0228,Genotype_A,2,0,150,851137.4359,PEP_00664
PROT_0228,Genotype_A,3,0,150,124222.4994,PEP_00664
PROT_0228,Genotype_A,1,0,300,1032576.123,PEP_00664
PROT_0228,Genotype_A,2,0,300,605779.3925,PEP_00664
PROT_0228,Genotype_A,3,0,300,45851.65359,PEP_00664
PROT_0228,Genotype_A,1,0,600,1670098.295,PEP_00664
PROT_0228,Genotype_A,2,0,600,726670.6875,PEP_00664
PROT_0228,Genotype_A,3,0,600,103740.0871,PEP_00664
PROT_0458,Genotype_A,1,0,0,64807.36514,PEP_00665
PROT_0458,Genotype_A,2,0,0,2104012.738,PEP_00665
PROT_0458,Genotype_A,3,0,0,143930.8401,PEP_00665
PROT_0458,Genotype_A,1,0,150,278401.581,PEP_00665
PROT_0458,Genotype_A,2,0,150,1925457.305,PEP_00665
PROT_0458,Genotype_A,3,0,150,298474.8892,PEP_00665
PROT_0458,Genotype_A,1,0,300,127933.298,PEP_00665
PROT_0458,Genotype_A,2,0,300,1627373.14,PEP_00665
PROT_0458,Genotype_A,3,0,300,58936.22062,PEP_00665
PROT_0458,Genotype_A,1,0,600,216142.6946,PEP_00665
PROT_0458,Genotype_A,2,0,600,234724.4096,PEP_00665
PROT_0458,Genotype_A,3,0,600,259493.0437,PEP_00665
PROT_0459,Genotype_A,1,0,0,45041091.18,PEP_00666
PROT_0459,Genotype_A,2,0,0,13490280.56,PEP_00666
PROT_0459,Genotype_A,3,0,0,2912981.657,PEP_00666
PROT_0459,Genotype_A,1,0,150,19638829.73,PEP_00666
PROT_0459,Genotype_A,2,0,150,15877931.68,PEP_00666
PROT_0459,Genotype_A,3,0,150,5626165.72,PEP_00666
PROT_0459,Genotype_A,1,0,300,18558312.77,PEP_00666
PROT_0459,Genotype_A,2,0,300,7776937.674,PEP_00666
PROT_0459,Genotype_A,3,0,300,1447970.274,PEP_00666
PROT_0459,Genotype_A,1,0,600,22738764.24,PEP_00666
PROT_0459,Genotype_A,2,0,600,9884223,PEP_00666
PROT_0459,Genotype_A,3,0,600,2025803.845,PEP_00666
PROT_0459,Genotype_A,1,0,0,1753862.37,PEP_00667
PROT_0459,Genotype_A,2,0,0,1107237.142,PEP_00667
PROT_0459,Genotype_A,3,0,0,192462.3084,PEP_00667
PROT_0459,Genotype_A,1,0,150,1282096.589,PEP_00667
PROT_0459,Genotype_A,2,0,150,2348308.394,PEP_00667
PROT_0459,Genotype_A,3,0,150,196424.4402,PEP_00667
PROT_0459,Genotype_A,1,0,300,110363.9422,PEP_00667
PROT_0459,Genotype_A,2,0,300,1478702.979,PEP_00667
PROT_0459,Genotype_A,3,0,300,105951.3092,PEP_00667
PROT_0459,Genotype_A,1,0,600,835214.1013,PEP_00667
PROT_0459,Genotype_A,2,0,600,2017678,PEP_00667
PROT_0459,Genotype_A,3,0,600,192296.0298,PEP_00667
PROT_0460,Genotype_A,1,0,0,2299706.239,PEP_00668
PROT_0460,Genotype_A,2,0,0,1118576.527,PEP_00668
PROT_0460,Genotype_A,3,0,0,1896190.299,PEP_00668
PROT_0460,Genotype_A,1,0,150,2333696.603,PEP_00668
PROT_0460,Genotype_A,2,0,150,430649.4901,PEP_00668
PROT_0460,Genotype_A,3,0,150,1983320.152,PEP_00668
PROT_0460,Genotype_A,1,0,300,2874220.704,PEP_00668
PROT_0460,Genotype_A,2,0,300,1319621.235,PEP_00668
PROT_0460,Genotype_A,3,0,300,3232855.027,PEP_00668
PROT_0460,Genotype_A,1,0,600,3372212.323,PEP_00668
PROT_0460,Genotype_A,2,0,600,1728343.344,PEP_00668
PROT_0460,Genotype_A,3,0,600,4629723.25,PEP_00668
PROT_0461,Genotype_A,1,0,0,4863985.32,PEP_00669
PROT_0461,Genotype_A,2,0,0,2702158.77,PEP_00669
PROT_0461,Genotype_A,3,0,0,7329845.466,PEP_00669
PROT_0461,Genotype_A,1,0,150,5176118.599,PEP_00669
PROT_0461,Genotype_A,2,0,150,2617960.071,PEP_00669
PROT_0461,Genotype_A,3,0,150,8311616.468,PEP_00669
PROT_0461,Genotype_A,1,0,300,5538023.23,PEP_00669
PROT_0461,Genotype_A,2,0,300,2327456.711,PEP_00669
PROT_0461,Genotype_A,3,0,300,5447577.492,PEP_00669
PROT_0461,Genotype_A,1,0,600,3833806.203,PEP_00669
PROT_0461,Genotype_A,2,0,600,2263022.75,PEP_00669
PROT_0461,Genotype_A,3,0,600,5240490.364,PEP_00669
PROT_0462,Genotype_A,1,0,0,1996615.481,PEP_00670
PROT_0462,Genotype_A,2,0,0,79231.03388,PEP_00670
PROT_0462,Genotype_A,3,0,0,46117.31415,PEP_00670
PROT_0462,Genotype_A,1,0,150,1728776.211,PEP_00670
PROT_0462,Genotype_A,2,0,150,242441.9211,PEP_00670
PROT_0462,Genotype_A,3,0,150,85061.83568,PEP_00670
PROT_0462,Genotype_A,1,0,300,1491940.227,PEP_00670
PROT_0462,Genotype_A,2,0,300,71599.17392,PEP_00670
PROT_0462,Genotype_A,3,0,300,132373.0953,PEP_00670
PROT_0462,Genotype_A,1,0,600,1632606.373,PEP_00670
PROT_0462,Genotype_A,2,0,600,162214.3742,PEP_00670
PROT_0462,Genotype_A,3,0,600,172847.4851,PEP_00670
PROT_0150,Genotype_A,1,0,0,9518109.149,PEP_00671
PROT_0150,Genotype_A,2,0,0,194147.9621,PEP_00671
PROT_0150,Genotype_A,3,0,0,251551.3655,PEP_00671
PROT_0150,Genotype_A,1,0,150,9984574.205,PEP_00671
PROT_0150,Genotype_A,2,0,150,147452.1805,PEP_00671
PROT_0150,Genotype_A,3,0,150,4813567.257,PEP_00671
PROT_0150,Genotype_A,1,0,300,7770075.76,PEP_00671
PROT_0150,Genotype_A,2,0,300,200596.9611,PEP_00671
PROT_0150,Genotype_A,3,0,300,64901.41931,PEP_00671
PROT_0150,Genotype_A,1,0,600,7675362.921,PEP_00671
PROT_0150,Genotype_A,2,0,600,224059.7888,PEP_00671
PROT_0150,Genotype_A,3,0,600,207691.8075,PEP_00671
PROT_0463,Genotype_A,1,0,0,3957528.452,PEP_00672
PROT_0463,Genotype_A,2,0,0,2798283.255,PEP_00672
PROT_0463,Genotype_A,3,0,0,143908.2436,PEP_00672
PROT_0463,Genotype_A,1,0,150,8521471.444,PEP_00672
PROT_0463,Genotype_A,2,0,150,5666921.986,PEP_00672
PROT_0463,Genotype_A,3,0,150,2334453.475,PEP_00672
PROT_0463,Genotype_A,1,0,300,15615167.13,PEP_00672
PROT_0463,Genotype_A,2,0,300,7960289.706,PEP_00672
PROT_0463,Genotype_A,3,0,300,5277708.725,PEP_00672
PROT_0463,Genotype_A,1,0,600,20464639.37,PEP_00672
PROT_0463,Genotype_A,2,0,600,7897896.5,PEP_00672
PROT_0463,Genotype_A,3,0,600,10705669.52,PEP_00672
PROT_0463,Genotype_A,1,0,0,2353853.01,PEP_00673
PROT_0463,Genotype_A,2,0,0,2022928.165,PEP_00673
PROT_0463,Genotype_A,3,0,0,4406500.904,PEP_00673
PROT_0463,Genotype_A,1,0,150,4469151.016,PEP_00673
PROT_0463,Genotype_A,2,0,150,4609118.666,PEP_00673
PROT_0463,Genotype_A,3,0,150,7785111.895,PEP_00673
PROT_0463,Genotype_A,1,0,300,9304834.873,PEP_00673
PROT_0463,Genotype_A,2,0,300,7000786.7,PEP_00673
PROT_0463,Genotype_A,3,0,300,15805843.37,PEP_00673
PROT_0463,Genotype_A,1,0,600,14989172.02,PEP_00673
PROT_0463,Genotype_A,2,0,600,7849978.375,PEP_00673
PROT_0463,Genotype_A,3,0,600,23615478.4,PEP_00673
PROT_0462,Genotype_A,1,0,0,15394050.19,PEP_00674
PROT_0462,Genotype_A,2,0,0,124806.7365,PEP_00674
PROT_0462,Genotype_A,3,0,0,6530516.69,PEP_00674
PROT_0462,Genotype_A,1,0,150,6734941.663,PEP_00674
PROT_0462,Genotype_A,2,0,150,131813.5741,PEP_00674
PROT_0462,Genotype_A,3,0,150,4639948.782,PEP_00674
PROT_0462,Genotype_A,1,0,300,6329868.702,PEP_00674
PROT_0462,Genotype_A,2,0,300,198937.3536,PEP_00674
PROT_0462,Genotype_A,3,0,300,1980283.694,PEP_00674
PROT_0462,Genotype_A,1,0,600,5014013.051,PEP_00674
PROT_0462,Genotype_A,2,0,600,37075.09369,PEP_00674
PROT_0462,Genotype_A,3,0,600,185297.7528,PEP_00674
PROT_0464,Genotype_A,1,0,0,194712627.9,PEP_00675
PROT_0464,Genotype_A,2,0,0,218556857.3,PEP_00675
PROT_0464,Genotype_A,3,0,0,262412614.8,PEP_00675
PROT_0464,Genotype_A,1,0,150,117018352.4,PEP_00675
PROT_0464,Genotype_A,2,0,150,287971209.7,PEP_00675
PROT_0464,Genotype_A,3,0,150,299621219.8,PEP_00675
PROT_0464,Genotype_A,1,0,300,173280959.9,PEP_00675
PROT_0464,Genotype_A,2,0,300,105106730.2,PEP_00675
PROT_0464,Genotype_A,3,0,300,261161329.9,PEP_00675
PROT_0464,Genotype_A,1,0,600,161605265.5,PEP_00675
PROT_0464,Genotype_A,2,0,600,172034481.4,PEP_00675
PROT_0464,Genotype_A,3,0,600,189864998.6,PEP_00675
PROT_0464,Genotype_A,1,0,0,226503.7484,PEP_00675
PROT_0464,Genotype_A,2,0,0,223291.8123,PEP_00675
PROT_0464,Genotype_A,3,0,0,32315.73081,PEP_00675
PROT_0464,Genotype_A,1,0,150,26797.70295,PEP_00675
PROT_0464,Genotype_A,2,0,150,2552744.765,PEP_00675
PROT_0464,Genotype_A,3,0,150,187292.9136,PEP_00675
PROT_0464,Genotype_A,1,0,300,259460.0892,PEP_00675
PROT_0464,Genotype_A,2,0,300,981582.4805,PEP_00675
PROT_0464,Genotype_A,3,0,300,126877.6608,PEP_00675
PROT_0464,Genotype_A,1,0,600,87308.22447,PEP_00675
PROT_0464,Genotype_A,2,0,600,2156867.25,PEP_00675
PROT_0464,Genotype_A,3,0,600,270910.9487,PEP_00675
PROT_0465,Genotype_A,1,0,0,1235101.141,PEP_00676
PROT_0465,Genotype_A,2,0,0,27285.43933,PEP_00676
PROT_0465,Genotype_A,3,0,0,779235.6835,PEP_00676
PROT_0465,Genotype_A,1,0,150,113343.3441,PEP_00676
PROT_0465,Genotype_A,2,0,150,369871.2065,PEP_00676
PROT_0465,Genotype_A,3,0,150,644553.8219,PEP_00676
PROT_0465,Genotype_A,1,0,300,236683.6049,PEP_00676
PROT_0465,Genotype_A,2,0,300,47346.82912,PEP_00676
PROT_0465,Genotype_A,3,0,300,489302.8706,PEP_00676
PROT_0465,Genotype_A,1,0,600,177356.0039,PEP_00676
PROT_0465,Genotype_A,2,0,600,111188.5527,PEP_00676
PROT_0465,Genotype_A,3,0,600,126033.4671,PEP_00676
PROT_0431,Genotype_A,1,0,0,3813632.556,PEP_00677
PROT_0431,Genotype_A,2,0,0,1412823.795,PEP_00677
PROT_0431,Genotype_A,3,0,0,293017.8169,PEP_00677
PROT_0431,Genotype_A,1,0,150,2522567.249,PEP_00677
PROT_0431,Genotype_A,2,0,150,1583539.295,PEP_00677
PROT_0431,Genotype_A,3,0,150,15976.72883,PEP_00677
PROT_0431,Genotype_A,1,0,300,2813896.484,PEP_00677
PROT_0431,Genotype_A,2,0,300,651816.1886,PEP_00677
PROT_0431,Genotype_A,3,0,300,289534.5413,PEP_00677
PROT_0431,Genotype_A,1,0,600,3016251.296,PEP_00677
PROT_0431,Genotype_A,2,0,600,1518985,PEP_00677
PROT_0431,Genotype_A,3,0,600,149100.6935,PEP_00677
PROT_0466,Genotype_A,1,0,0,8538818.404,PEP_00678
PROT_0466,Genotype_A,2,0,0,204398.8744,PEP_00678
PROT_0466,Genotype_A,3,0,0,16816420.62,PEP_00678
PROT_0466,Genotype_A,1,0,150,14201411.74,PEP_00678
PROT_0466,Genotype_A,2,0,150,8457948.895,PEP_00678
PROT_0466,Genotype_A,3,0,150,19154756.16,PEP_00678
PROT_0466,Genotype_A,1,0,300,17401868.38,PEP_00678
PROT_0466,Genotype_A,2,0,300,6748120.446,PEP_00678
PROT_0466,Genotype_A,3,0,300,18131708.46,PEP_00678
PROT_0466,Genotype_A,1,0,600,19661842.49,PEP_00678
PROT_0466,Genotype_A,2,0,600,7460151,PEP_00678
PROT_0466,Genotype_A,3,0,600,13922695.41,PEP_00678
PROT_0467,Genotype_A,1,0,0,2181537.398,PEP_00679
PROT_0467,Genotype_A,2,0,0,1551995.108,PEP_00679
PROT_0467,Genotype_A,3,0,0,1837438.167,PEP_00679
PROT_0467,Genotype_A,1,0,150,2557275.846,PEP_00679
PROT_0467,Genotype_A,2,0,150,1234282.678,PEP_00679
PROT_0467,Genotype_A,3,0,150,1216810.411,PEP_00679
PROT_0467,Genotype_A,1,0,300,2955708.954,PEP_00679
PROT_0467,Genotype_A,2,0,300,1241250.206,PEP_00679
PROT_0467,Genotype_A,3,0,300,520540.7013,PEP_00679
PROT_0467,Genotype_A,1,0,600,2070750.869,PEP_00679
PROT_0467,Genotype_A,2,0,600,906016,PEP_00679
PROT_0467,Genotype_A,3,0,600,2425258.825,PEP_00679
PROT_0018,Genotype_A,1,0,0,8450573.393,PEP_00680
PROT_0018,Genotype_A,2,0,0,112669.603,PEP_00680
PROT_0018,Genotype_A,3,0,0,95692.25397,PEP_00680
PROT_0018,Genotype_A,1,0,150,2780244.378,PEP_00680
PROT_0018,Genotype_A,2,0,150,278607.9542,PEP_00680
PROT_0018,Genotype_A,3,0,150,209224.0458,PEP_00680
PROT_0018,Genotype_A,1,0,300,2946234.804,PEP_00680
PROT_0018,Genotype_A,2,0,300,70481.04056,PEP_00680
PROT_0018,Genotype_A,3,0,300,127194.1191,PEP_00680
PROT_0018,Genotype_A,1,0,600,3212919.151,PEP_00680
PROT_0018,Genotype_A,2,0,600,43783.48926,PEP_00680
PROT_0018,Genotype_A,3,0,600,114322.0992,PEP_00680
PROT_0468,Genotype_A,1,0,0,1307561.057,PEP_00681
PROT_0468,Genotype_A,2,0,0,1031339.769,PEP_00681
PROT_0468,Genotype_A,3,0,0,211009.8052,PEP_00681
PROT_0468,Genotype_A,1,0,150,666737.3715,PEP_00681
PROT_0468,Genotype_A,2,0,150,1209385.594,PEP_00681
PROT_0468,Genotype_A,3,0,150,239968.5967,PEP_00681
PROT_0468,Genotype_A,1,0,300,800720.4034,PEP_00681
PROT_0468,Genotype_A,2,0,300,759816.7881,PEP_00681
PROT_0468,Genotype_A,3,0,300,174279.9589,PEP_00681
PROT_0468,Genotype_A,1,0,600,944729.9858,PEP_00681
PROT_0468,Genotype_A,2,0,600,660259.625,PEP_00681
PROT_0468,Genotype_A,3,0,600,48090.56165,PEP_00681
PROT_0339,Genotype_A,1,0,0,82966.35276,PEP_00682
PROT_0339,Genotype_A,2,0,0,282736.8155,PEP_00682
PROT_0339,Genotype_A,3,0,0,3747366.921,PEP_00682
PROT_0339,Genotype_A,1,0,150,160276.0294,PEP_00682
PROT_0339,Genotype_A,2,0,150,1303610.421,PEP_00682
PROT_0339,Genotype_A,3,0,150,2866703.185,PEP_00682
PROT_0339,Genotype_A,1,0,300,274953.7155,PEP_00682
PROT_0339,Genotype_A,2,0,300,295351.7062,PEP_00682
PROT_0339,Genotype_A,3,0,300,3080906.302,PEP_00682
PROT_0339,Genotype_A,1,0,600,799126.6125,PEP_00682
PROT_0339,Genotype_A,2,0,600,458173.25,PEP_00682
PROT_0339,Genotype_A,3,0,600,5918583.797,PEP_00682
PROT_0469,Genotype_A,1,0,0,139238.3779,PEP_00683
PROT_0469,Genotype_A,2,0,0,13464.4047,PEP_00683
PROT_0469,Genotype_A,3,0,0,653718.356,PEP_00683
PROT_0469,Genotype_A,1,0,150,243268.7167,PEP_00683
PROT_0469,Genotype_A,2,0,150,148166.2909,PEP_00683
PROT_0469,Genotype_A,3,0,150,1033521.623,PEP_00683
PROT_0469,Genotype_A,1,0,300,151172.7529,PEP_00683
PROT_0469,Genotype_A,2,0,300,79047.70918,PEP_00683
PROT_0469,Genotype_A,3,0,300,657388.3428,PEP_00683
PROT_0469,Genotype_A,1,0,600,181555.7491,PEP_00683
PROT_0469,Genotype_A,2,0,600,296390.8515,PEP_00683
PROT_0469,Genotype_A,3,0,600,13686.5212,PEP_00683
PROT_0470,Genotype_A,1,0,0,15069014.42,PEP_00684
PROT_0470,Genotype_A,2,0,0,5995638.845,PEP_00684
PROT_0470,Genotype_A,3,0,0,18284999.69,PEP_00684
PROT_0470,Genotype_A,1,0,150,9140673.273,PEP_00684
PROT_0470,Genotype_A,2,0,150,9090258.537,PEP_00684
PROT_0470,Genotype_A,3,0,150,13416931.29,PEP_00684
PROT_0470,Genotype_A,1,0,300,9619714.943,PEP_00684
PROT_0470,Genotype_A,2,0,300,3758156.708,PEP_00684
PROT_0470,Genotype_A,3,0,300,14639245.07,PEP_00684
PROT_0470,Genotype_A,1,0,600,8395519.63,PEP_00684
PROT_0470,Genotype_A,2,0,600,5009688.5,PEP_00684
PROT_0470,Genotype_A,3,0,600,15554103.95,PEP_00684
PROT_0471,Genotype_A,1,0,0,177801.573,PEP_00685
PROT_0471,Genotype_A,2,0,0,86588.95859,PEP_00685
PROT_0471,Genotype_A,3,0,0,12184.08737,PEP_00685
PROT_0471,Genotype_A,1,0,150,259702.6576,PEP_00685
PROT_0471,Genotype_A,2,0,150,2904265.165,PEP_00685
PROT_0471,Genotype_A,3,0,150,17562.7296,PEP_00685
PROT_0471,Genotype_A,1,0,300,181064.2493,PEP_00685
PROT_0471,Genotype_A,2,0,300,2280928.746,PEP_00685
PROT_0471,Genotype_A,3,0,300,232677.4398,PEP_00685
PROT_0471,Genotype_A,1,0,600,301956.8849,PEP_00685
PROT_0471,Genotype_A,2,0,600,6236571.25,PEP_00685
PROT_0471,Genotype_A,3,0,600,298569.2253,PEP_00685
PROT_0439,Genotype_A,1,0,0,2468376.984,PEP_00686
PROT_0439,Genotype_A,2,0,0,813847.0685,PEP_00686
PROT_0439,Genotype_A,3,0,0,178636.3874,PEP_00686
PROT_0439,Genotype_A,1,0,150,2664927.071,PEP_00686
PROT_0439,Genotype_A,2,0,150,921337.8127,PEP_00686
PROT_0439,Genotype_A,3,0,150,39683.60346,PEP_00686
PROT_0439,Genotype_A,1,0,300,2806825.745,PEP_00686
PROT_0439,Genotype_A,2,0,300,603204.5097,PEP_00686
PROT_0439,Genotype_A,3,0,300,227750.002,PEP_00686
PROT_0439,Genotype_A,1,0,600,3314247.16,PEP_00686
PROT_0439,Genotype_A,2,0,600,1029919.867,PEP_00686
PROT_0439,Genotype_A,3,0,600,139273.8686,PEP_00686
PROT_0372,Genotype_A,1,0,0,838500.5891,PEP_00687
PROT_0372,Genotype_A,2,0,0,995423.3616,PEP_00687
PROT_0372,Genotype_A,3,0,0,4433336.226,PEP_00687
PROT_0372,Genotype_A,1,0,150,1601713.762,PEP_00687
PROT_0372,Genotype_A,2,0,150,1647791.846,PEP_00687
